question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second,highlight_chips
e0690,va0345,guess,I guessed the answer and got it right by luck.,,答えを当てずっぽうで言ったら、運よく合ってたよ。,,Ivy,,1,Ivy,,___________,,I guessed the answer and got it right by luck.,I|guessed|the|answer|and|got|it|right|by|luck.,e0690-a.mp3,,1,user,,right,none,guessed
e0691,va0346,sound,That sounds like a great idea!,Right? Let's do it!,それいいアイデアっぽいね！,でしょ？やろうよ！,Ivy,Kevin,1,Ivy,Kevin,___________,Right? Let's do it!,That sounds like a great idea!,That|sounds|like|a|great|idea!,e0691-a.mp3,e0691-b.mp3,1,user,Kevin.png,right,left,sounds
e0692,va0346,sound,"This song sounds really familiar, doesn't it?",,この曲、なんか聞き覚えあるよね？,,Ivy,,1,Ivy,,___________,,"This song sounds really familiar, doesn't it?","This|song|sounds|really|familiar,|doesn't|it?",e0692-a.mp3,,1,user,,right,none,sounds
e0693,va0347,absolutely,Do you want to come to the festival?,"Absolutely, I wouldn't miss it!",お祭り来たい？,絶対行きたい、見逃せないもん！,Kevin,Ivy,2,Kevin,Ivy,Do you want to come to the festival?,___________,"Absolutely, I wouldn't miss it!","Absolutely,|I|wouldn't|miss|it!",e0693-a.mp3,e0693-b.mp3,1,Kevin.png,user,left,right,"Absolutely,"
e0694,va0347,absolutely,That movie was absolutely amazing.,,あの映画は本当に最高だったよ。,,Ivy,,1,Ivy,,___________,,That movie was absolutely amazing.,That|movie|was|absolutely|amazing.,e0694-a.mp3,,1,user,,right,none,absolutely
e0695,va0348,often,How often do you go to the gym?,Maybe twice a week.,どれくらいの頻度でジム行くの？,週に2回くらいかな。,Ivy,Kevin,1,Ivy,Kevin,___________,Maybe twice a week.,How often do you go to the gym?,How|often|do|you|go|to|the|gym?,e0695-a.mp3,e0695-b.mp3,1,user,Kevin.png,right,left,often
e0696,va0348,often,We don't often get snow around here.,,この辺りはあまり雪が降らないんだ。,,Ivy,,1,Ivy,,___________,,We don't often get snow around here.,We|don't|often|get|snow|around|here.,e0696-a.mp3,,1,user,,right,none,often
e0697,va0349,feed,Can you feed the fish while I'm away?,"Sure, how much food?",私が留守の間、魚に餌あげてくれる？,うん、どれくらいの量？,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, how much food?",Can you feed the fish while I'm away?,Can|you|feed|the|fish|while|I'm|away?,e0697-a.mp3,e0697-b.mp3,1,user,Matthew.png,right,left,feed
e0698,va0349,feed,I fed my dog before school this morning.,,今朝学校の前に犬に餌をあげたよ。,,Ivy,,1,Ivy,,___________,,I fed my dog before school this morning.,I|fed|my|dog|before|school|this|morning.,e0698-a.mp3,,1,user,,right,none,fed
e0699,va0350,talk,Can we talk for a minute?,"Sure, what's on your mind?",ちょっと話せる？,うん、何かあったの？,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, what's on your mind?",Can we talk for a minute?,Can|we|talk|for|a|minute?,e0699-a.mp3,e0699-b.mp3,1,user,Kevin.png,right,left,talk
e0700,va0350,talk,We talked on the phone for two hours last night.,,昨日の夜、電話で2時間話したんだ。,,Ivy,,1,Ivy,,___________,,We talked on the phone for two hours last night.,We|talked|on|the|phone|for|two|hours|last|night.,e0700-a.mp3,,1,user,,right,none,talked
e0701,va0351,turn,Whose turn is it to clean the classroom?,"Mine, I think.",教室掃除、誰の番だっけ？,私の番だと思う。,Kevin,Ivy,1,Kevin,Ivy,___________,"Mine, I think.",Whose turn is it to clean the classroom?,Whose|turn|is|it|to|clean|the|classroom?,e0701-a.mp3,e0701-b.mp3,1,Kevin.png,user,left,right,turn
e0702,va0351,turn,Turn left at the next corner.,,次の角を左に曲がってね。,,Ivy,,1,Ivy,,___________,,Turn left at the next corner.,Turn|left|at|the|next|corner.,e0702-a.mp3,,1,user,,right,none,Turn
e0703,va0352,quickly,Can you get ready quickly? We're late!,Give me two minutes!,早く準備してくれる？遅刻しちゃう！,2分ちょうだい！,Matthew,Ivy,1,Matthew,Ivy,___________,Give me two minutes!,Can you get ready quickly? We're late!,Can|you|get|ready|quickly?|We're|late!,e0703-a.mp3,e0703-b.mp3,1,Matthew.png,user,left,right,quickly?
e0704,va0352,quickly,She quickly finished her homework so she could watch TV.,,彼女はテレビを見たくて宿題をさっさと終わらせたんだ。,,Ivy,,1,Ivy,,___________,,She quickly finished her homework so she could watch TV.,She|quickly|finished|her|homework|so|she|could|watch|TV.,e0704-a.mp3,,1,user,,right,none,quickly
e0705,va0353,wear,What are you going to wear to the party?,Probably just jeans and a nice shirt.,パーティーに何着ていくの？,たぶんジーンズと良い感じのシャツかな。,Ivy,Kevin,1,Ivy,Kevin,___________,Probably just jeans and a nice shirt.,What are you going to wear to the party?,What|are|you|going|to|wear|to|the|party?,e0705-a.mp3,e0705-b.mp3,1,user,Kevin.png,right,left,wear
e0706,va0353,wear,You should wear a helmet when you ride your bike.,,自転車乗るときはヘルメットかぶったほうがいいよ。,,Matthew,,1,Matthew,,___________,,You should wear a helmet when you ride your bike.,You|should|wear|a|helmet|when|you|ride|your|bike.,e0706-a.mp3,,1,Matthew.png,,left,none,wear
e0707,va0354,bright,This room is so bright.,"Yeah, the sun comes right in.",この部屋すごく明るいね。,うん、日差しがまっすぐ入るんだ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, the sun comes right in.",This room is so bright.,This|room|is|so|bright.,e0707-a.mp3,e0707-b.mp3,1,user,Kevin.png,right,left,bright.
e0708,va0354,bright,"She's a really bright student, always asking great questions.",,彼女は本当に賢い生徒で、いつも鋭い質問をするんだ。,,Ruth,,1,Ruth,,___________,,"She's a really bright student, always asking great questions.","She's|a|really|bright|student,|always|asking|great|questions.",e0708-a.mp3,,1,05.png,,left,none,bright
e0709,va0355,taste,Can I taste your soup?,"Sure, tell me if it needs more salt!",スープ味見してもいい？,うん、塩もっと必要か教えて！,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, tell me if it needs more salt!",Can I taste your soup?,Can|I|taste|your|soup?,e0709-a.mp3,e0709-b.mp3,1,user,Matthew.png,right,left,taste
e0710,va0355,taste,This candy has a really weird taste.,,このお菓子、すごく変な味がするんだ。,,Ivy,,1,Ivy,,___________,,This candy has a really weird taste.,This|candy|has|a|really|weird|taste.,e0710-a.mp3,,1,user,,right,none,taste.
e0711,va0356,awesome,That trick you did was awesome!,"Thanks, I've been practicing for weeks!",あの技すごかったね！,ありがとう、何週間も練習してたんだ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Thanks, I've been practicing for weeks!",That trick you did was awesome!,That|trick|you|did|was|awesome!,e0711-a.mp3,e0711-b.mp3,1,user,Kevin.png,right,left,awesome!
e0712,va0356,awesome,We had an awesome time at the amusement park.,,遊園地で最高の時間を過ごしたよ。,,Ivy,,1,Ivy,,___________,,We had an awesome time at the amusement park.,We|had|an|awesome|time|at|the|amusement|park.,e0712-a.mp3,,1,user,,right,none,awesome
e0713,va0357,pass,Can you pass me the remote?,"Sure, here you go.",リモコン取ってくれる？,うん、はいどうぞ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, here you go.",Can you pass me the remote?,Can|you|pass|me|the|remote?,e0713-a.mp3,e0713-b.mp3,1,user,Kevin.png,right,left,pass
e0714,va0357,pass,"I studied so hard, I really hope I pass this exam.",,すごく頑張って勉強したから、この試験本当に受かりたいな。,,Ivy,,1,Ivy,,___________,,"I studied so hard, I really hope I pass this exam.","I|studied|so|hard,|I|really|hope|I|pass|this|exam.",e0714-a.mp3,,1,user,,right,none,pass
e0715,va0358,others,"Some kids like soccer, others prefer basketball.",,サッカーが好きな子もいれば、バスケが好きな子もいるよね。,,Ivy,,1,Ivy,,___________,,"Some kids like soccer, others prefer basketball.","Some|kids|like|soccer,|others|prefer|basketball.",e0715-a.mp3,,1,user,,right,none,others
e0716,va0358,others,You should think about others' feelings too.,,他の人の気持ちも考えたほうがいいよ。,,Ivy,,1,Ivy,,___________,,You should think about others' feelings too.,You|should|think|about|others'|feelings|too.,e0716-a.mp3,,1,user,,right,none,others'
e0717,va0359,much,How much homework do you have tonight?,"Way too much, honestly.",今夜宿題どれくらいある？,正直、めちゃくちゃ多いよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Way too much, honestly.",How much homework do you have tonight?,How|much|homework|do|you|have|tonight?,e0717-a.mp3,e0717-b.mp3,1,user,Kevin.png,right,left,much
e0718,va0359,much,I don't have much time before practice starts.,,練習が始まるまであんまり時間がないんだ。,,Ivy,,1,Ivy,,___________,,I don't have much time before practice starts.,I|don't|have|much|time|before|practice|starts.,e0718-a.mp3,,1,user,,right,none,much
e0719,va0360,this place,I really like this place.,"Me too, the food is amazing here.",この場所すごく好きだな。,私も、ここのご飯最高だよね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Me too, the food is amazing here.",I really like this place.,I|really|like|this|place.,e0719-a.mp3,e0719-b.mp3,1,user,Kevin.png,right,left,this|place.
e0720,va0360,this place,This place gets really crowded on weekends.,,ここは週末すごく混むんだ。,,Ivy,,1,Ivy,,___________,,This place gets really crowded on weekends.,This|place|gets|really|crowded|on|weekends.,e0720-a.mp3,,1,user,,right,none,This|place
e0721,va0361,town,There's a new bakery in town.,Really? We should check it out!,町に新しいパン屋ができたよ。,本当？行ってみようよ！,Ivy,Kevin,1,Ivy,Kevin,___________,Really? We should check it out!,There's a new bakery in town.,There's|a|new|bakery|in|town.,e0721-a.mp3,e0721-b.mp3,1,user,Kevin.png,right,left,town.
e0722,va0361,town,I grew up in a small town near the mountains.,,私は山の近くの小さな町で育ったんだ。,,Ivy,,1,Ivy,,___________,,I grew up in a small town near the mountains.,I|grew|up|in|a|small|town|near|the|mountains.,e0722-a.mp3,,1,user,,right,none,town
e0723,va0362,build,Can you help me build this model kit?,"Sure, I love building stuff!",このプラモデル作るの手伝ってくれる？,うん、物作るの大好きなんだ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, I love building stuff!",Can you help me build this model kit?,Can|you|help|me|build|this|model|kit?,e0723-a.mp3,e0723-b.mp3,1,user,Kevin.png,right,left,build
e0724,va0362,build,They're building a new shopping mall near the station.,,駅の近くに新しいショッピングモールを建てているんだ。,,Kevin,,1,Kevin,,___________,,They're building a new shopping mall near the station.,They're|building|a|new|shopping|mall|near|the|station.,e0724-a.mp3,,1,Kevin.png,,left,none,building
e0725,va0363,late,"Sorry I'm late, the train was delayed.","No worries, it happens!",遅れてごめん、電車が遅延してたんだ。,気にしないで、よくあることだよ！,Ivy,Matthew,1,Ivy,Matthew,___________,"No worries, it happens!","Sorry I'm late, the train was delayed.","Sorry|I'm|late,|the|train|was|delayed.",e0725-a.mp3,e0725-b.mp3,1,user,Matthew.png,right,left,"late,"
e0726,va0363,late,I was up late studying for the test.,,テスト勉強で夜遅くまで起きてたんだ。,,Ivy,,1,Ivy,,___________,,I was up late studying for the test.,I|was|up|late|studying|for|the|test.,e0726-a.mp3,,1,user,,right,none,late
e0727,va0364,delicious,This cake is absolutely delicious.,I'm so glad you like it!,このケーキ本当に美味しいね。,気に入ってもらえて嬉しいよ！,Ivy,Matthew,1,Ivy,Matthew,___________,I'm so glad you like it!,This cake is absolutely delicious.,This|cake|is|absolutely|delicious.,e0727-a.mp3,e0727-b.mp3,1,user,Matthew.png,right,left,delicious.
e0728,va0364,delicious,The food at that new restaurant was so delicious.,,あの新しいレストランの料理、すごく美味しかったよ。,,Ivy,,1,Ivy,,___________,,The food at that new restaurant was so delicious.,The|food|at|that|new|restaurant|was|so|delicious.,e0728-a.mp3,,1,user,,right,none,delicious.
e0729,va0365,die,My phone battery is about to die.,"Here, borrow my charger.",スマホの充電もうすぐ切れそう。,はい、私の充電器貸すよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Here, borrow my charger.",My phone battery is about to die.,My|phone|battery|is|about|to|die.,e0729-a.mp3,e0729-b.mp3,1,user,Matthew.png,right,left,die.
e0730,va0365,die,That plant died because I forgot to water it.,,水やり忘れてたから、あの植物枯れちゃったんだ。,,Ivy,,1,Ivy,,___________,,That plant died because I forgot to water it.,That|plant|died|because|I|forgot|to|water|it.,e0730-a.mp3,,1,user,,right,none,died
e0731,va0366,fix,Can you fix my bike chain?,"Sure, let me grab some tools.",自転車のチェーン直してくれる？,うん、道具持ってくるね。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, let me grab some tools.",Can you fix my bike chain?,Can|you|fix|my|bike|chain?,e0731-a.mp3,e0731-b.mp3,1,user,Matthew.png,right,left,fix
e0732,va0366,fix,I finally fixed the bug in my code.,,やっとコードのバグを直せたよ。,,Ivy,,1,Ivy,,___________,,I finally fixed the bug in my code.,I|finally|fixed|the|bug|in|my|code.,e0732-a.mp3,,1,user,,right,none,fixed
e0733,va0367,choose,It's so hard to choose between these two shirts.,I like the blue one better.,この2枚のシャツどっちにするか迷うな。,私は青のほうが好きかな。,Ivy,Kevin,1,Ivy,Kevin,___________,I like the blue one better.,It's so hard to choose between these two shirts.,It's|so|hard|to|choose|between|these|two|shirts.,e0733-a.mp3,e0733-b.mp3,1,user,Kevin.png,right,left,choose
e0734,va0367,choose,I chose science class over art this semester.,,今学期は美術より理科を選んだんだ。,,Ivy,,1,Ivy,,___________,,I chose science class over art this semester.,I|chose|science|class|over|art|this|semester.,e0734-a.mp3,,1,user,,right,none,chose
e0735,va0368,knock,Someone's knocking on the door.,I'll get it!,誰かドアをノックしてるよ。,私が出るね！,Ivy,Kevin,1,Ivy,Kevin,___________,I'll get it!,Someone's knocking on the door.,Someone's|knocking|on|the|door.,e0735-a.mp3,e0735-b.mp3,1,user,Kevin.png,right,left,knocking
e0736,va0368,knock,"Always knock before you enter my room, please.",,私の部屋に入る前は必ずノックしてね。,,Ruth,,1,Ruth,,___________,,"Always knock before you enter my room, please.","Always|knock|before|you|enter|my|room,|please.",e0736-a.mp3,,1,05.png,,left,none,knock
e0737,va0369,decide,Have you decided what to order?,"Not yet, everything looks good!",注文するもの決めた？,まだだよ、全部美味しそう！,Ivy,Kevin,1,Ivy,Kevin,___________,"Not yet, everything looks good!",Have you decided what to order?,Have|you|decided|what|to|order?,e0737-a.mp3,e0737-b.mp3,1,user,Kevin.png,right,left,decided
e0738,va0369,decide,I decided to join the tennis club this year.,,今年テニス部に入ることに決めたんだ。,,Ivy,,1,Ivy,,___________,,I decided to join the tennis club this year.,I|decided|to|join|the|tennis|club|this|year.,e0738-a.mp3,,1,user,,right,none,decided
e0739,va0370,move,Are you going to move to a new house?,"Yeah, next month actually!",新しい家に引っ越すの？,うん、実は来月なんだ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, next month actually!",Are you going to move to a new house?,Are|you|going|to|move|to|a|new|house?,e0739-a.mp3,e0739-b.mp3,1,user,Kevin.png,right,left,move
e0740,va0370,move,"Don't move, there's a bee on your shoulder.",,動かないで、肩に蜂がとまってるよ。,,Matthew,,1,Matthew,,___________,,"Don't move, there's a bee on your shoulder.","Don't|move,|there's|a|bee|on|your|shoulder.",e0740-a.mp3,,1,Matthew.png,,left,none,"move,"
e0741,va0371,street,Which street do you live on?,"Sakura Street, near the bakery.",何通りに住んでるの？,桜通りだよ、パン屋さんの近く。,Ivy,Kevin,1,Ivy,Kevin,___________,"Sakura Street, near the bakery.",Which street do you live on?,Which|street|do|you|live|on?,e0741-a.mp3,e0741-b.mp3,1,user,Kevin.png,right,left,street
e0742,va0371,street,Be careful crossing that busy street.,,あの交通量の多い通りを渡るときは気をつけてね。,,Matthew,,1,Matthew,,___________,,Be careful crossing that busy street.,Be|careful|crossing|that|busy|street.,e0742-a.mp3,,1,Matthew.png,,left,none,street.
e0743,va0372,ride,Can I get a ride to the mall?,"Sure, I'm heading that way anyway!",モールまで乗せてってくれる？,うん、ちょうどそっちに行くところだから！,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, I'm heading that way anyway!",Can I get a ride to the mall?,Can|I|get|a|ride|to|the|mall?,e0743-a.mp3,e0743-b.mp3,1,user,Matthew.png,right,left,ride
e0744,va0372,ride,I love riding my bike along the river.,,川沿いを自転車で走るの大好きなんだ。,,Ivy,,1,Ivy,,___________,,I love riding my bike along the river.,I|love|riding|my|bike|along|the|river.,e0744-a.mp3,,1,user,,right,none,riding
e0745,va0373,ashamed,I'm kind of ashamed about how I acted yesterday.,"Don't worry, everyone makes mistakes.",昨日の自分の振る舞い、ちょっと恥ずかしいな。,大丈夫だよ、誰でも間違えるものだから。,Ivy,Kevin,1,Ivy,Kevin,___________,"Don't worry, everyone makes mistakes.",I'm kind of ashamed about how I acted yesterday.,I'm|kind|of|ashamed|about|how|I|acted|yesterday.,e0745-a.mp3,e0745-b.mp3,1,user,Kevin.png,right,left,ashamed
e0746,va0373,ashamed,She felt ashamed after forgetting her lines in the play.,,彼女は劇でセリフを忘れて恥ずかしい思いをしたんだ。,,Ivy,,1,Ivy,,___________,,She felt ashamed after forgetting her lines in the play.,She|felt|ashamed|after|forgetting|her|lines|in|the|play.,e0746-a.mp3,,1,user,,right,none,ashamed
e0747,va0374,lead,Can you lead the group project this time?,"Sure, I'll give it a try!",今回グループ課題のリーダーやってくれる？,うん、やってみるね！,Kevin,Ivy,1,Kevin,Ivy,___________,"Sure, I'll give it a try!",Can you lead the group project this time?,Can|you|lead|the|group|project|this|time?,e0747-a.mp3,e0747-b.mp3,1,Kevin.png,user,left,right,lead
e0748,va0374,lead,This path leads straight to the beach.,,この道は真っすぐビーチに続いてるよ。,,Ivy,,1,Ivy,,___________,,This path leads straight to the beach.,This|path|leads|straight|to|the|beach.,e0748-a.mp3,,1,user,,right,none,leads
e0749,va0375,waste,Don't waste your allowance on stuff you don't need.,"You're right, I'll save some.",必要ないものにお小遣い無駄遣いしないでね。,そうだね、少し貯金するよ。,Matthew,Ivy,1,Matthew,Ivy,___________,"You're right, I'll save some.",Don't waste your allowance on stuff you don't need.,Don't|waste|your|allowance|on|stuff|you|don't|need.,e0749-a.mp3,e0749-b.mp3,1,Matthew.png,user,left,right,waste
e0750,va0375,waste,I feel like I wasted the whole afternoon scrolling my phone.,,スマホをずっとスクロールして午後を無駄にした気がする。,,Ivy,,1,Ivy,,___________,,I feel like I wasted the whole afternoon scrolling my phone.,I|feel|like|I|wasted|the|whole|afternoon|scrolling|my|phone.,e0750-a.mp3,,1,user,,right,none,wasted
e0751,va0376,enemy,"In this game, who's our biggest enemy?","The dragon boss, definitely!",このゲームで一番の敵は誰？,絶対ドラゴンのボスだよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"The dragon boss, definitely!","In this game, who's our biggest enemy?","In|this|game,|who's|our|biggest|enemy?",e0751-a.mp3,e0751-b.mp3,1,user,Kevin.png,right,left,enemy?
e0752,va0376,enemy,"They used to be enemies, but now they're best friends.",,彼らは昔は敵同士だったけど、今は親友なんだ。,,Ivy,,1,Ivy,,___________,,"They used to be enemies, but now they're best friends.","They|used|to|be|enemies,|but|now|they're|best|friends.",e0752-a.mp3,,1,user,,right,none,"enemies,"
e0753,va0377,business,My uncle started his own business last year.,"Wow, what kind of business?",私のおじさん、去年自分の事業を始めたんだ。,へえ、どんな事業？,Ivy,Kevin,1,Ivy,Kevin,___________,"Wow, what kind of business?",My uncle started his own business last year.,My|uncle|started|his|own|business|last|year.,e0753-a.mp3,e0753-b.mp3,1,user,Kevin.png,right,left,business
e0754,va0377,business,"It's none of my business, but are you two okay?",,私には関係ないことだけど、二人とも大丈夫？,,Ivy,,1,Ivy,,___________,,"It's none of my business, but are you two okay?","It's|none|of|my|business,|but|are|you|two|okay?",e0754-a.mp3,,1,user,,right,none,"business,"
e0755,va0378,Fahrenheit,It's ninety degrees Fahrenheit today.,That explains why I'm sweating so much.,今日は華氏90度だよ。,だからこんなに汗かいてるんだね。,Ivy,Kevin,1,Ivy,Kevin,___________,That explains why I'm sweating so much.,It's ninety degrees Fahrenheit today.,It's|ninety|degrees|Fahrenheit|today.,e0755-a.mp3,e0755-b.mp3,1,user,Kevin.png,right,left,Fahrenheit
e0756,va0378,Fahrenheit,Water freezes at thirty-two degrees Fahrenheit.,I'll use this fact in my science presentation about temperature scales.,水は華氏32度で凍ります。,この事実を、温度目盛りについての理科の発表で使おうと思います。,Ivy,Ruth,1,Ivy,Ruth,___________,I'll use this fact in my science presentation about temperature scales.,Water freezes at thirty-two degrees Fahrenheit.,Water|freezes|at|thirty-two|degrees|Fahrenheit.,e0756-a.mp3,e0756-b.mp3,1,user,05.png,right,left,Fahrenheit.
e0757,va0379,author,Who's the author of this book?,"I forget, but it's really good!",この本の著者って誰？,忘れちゃったけど、本当に面白いよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"I forget, but it's really good!",Who's the author of this book?,Who's|the|author|of|this|book?,e0757-a.mp3,e0757-b.mp3,1,user,Kevin.png,right,left,author
e0758,va0379,author,I'd like to talk about my favorite author for today's book report.,"This author writes the best mystery novels, in my opinion.",今日の読書感想文では、私の好きな作家について話したいと思います。,私の考えでは、この作家は最高の推理小説を書いています。,Ivy,Ruth,2,Ivy,Ruth,I'd like to talk about my favorite author for today's book report.,___________,"This author writes the best mystery novels, in my opinion.","This|author|writes|the|best|mystery|novels,|in|my|opinion.",e0758-a.mp3,e0758-b.mp3,1,user,05.png,right,left,author
e0759,va0380,difference,What's the difference between these two words?,"One's more formal, I think.",この2つの単語の違いって何？,片方のほうがフォーマルな気がするな。,Ivy,Kevin,1,Ivy,Kevin,___________,"One's more formal, I think.",What's the difference between these two words?,What's|the|difference|between|these|two|words?,e0759-a.mp3,e0759-b.mp3,1,user,Kevin.png,right,left,difference
e0760,va0380,difference,"Based on our experiment, there's a clear difference between the two results.",I think this difference comes from the amount of sunlight each plant got.,私たちの実験に基づくと、二つの結果には明らかな違いがあります。,この違いは、それぞれの植物が受けた日光の量から来ていると思います。,Ivy,Ruth,1,Ivy,Ruth,___________,I think this difference comes from the amount of sunlight each plant got.,"Based on our experiment, there's a clear difference between the two results.","Based|on|our|experiment,|there's|a|clear|difference|between|the|two|results.",e0760-a.mp3,e0760-b.mp3,1,user,05.png,right,left,difference
e0761,va0381,dangerous,Is it dangerous to swim here?,"Yeah, the current's really strong.",ここで泳ぐのは危険なの？,うん、流れがすごく強いんだ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, the current's really strong.",Is it dangerous to swim here?,Is|it|dangerous|to|swim|here?,e0761-a.mp3,e0761-b.mp3,1,user,Kevin.png,right,left,dangerous
e0762,va0381,dangerous,Riding a bike without a helmet can be dangerous.,,ヘルメットなしで自転車に乗るのは危険なことがあるよ。,,Ivy,,1,Ivy,,___________,,Riding a bike without a helmet can be dangerous.,Riding|a|bike|without|a|helmet|can|be|dangerous.,e0762-a.mp3,,1,user,,right,none,dangerous.
e0763,va0382,congratulation,Congratulations on making the team!,"Thank you so much, I'm so excited!",チームに入れておめでとう！,本当にありがとう、すごく嬉しい！,Ruth,Ivy,1,Ruth,Ivy,___________,"Thank you so much, I'm so excited!",Congratulations on making the team!,Congratulations|on|making|the|team!,e0763-a.mp3,e0763-b.mp3,1,05.png,user,left,right,Congratulations
e0764,va0382,congratulation,We sent her a card with our congratulations.,,私たちは彼女にお祝いのカードを送ったんだ。,,Ivy,,1,Ivy,,___________,,We sent her a card with our congratulations.,We|sent|her|a|card|with|our|congratulations.,e0764-a.mp3,,1,user,,right,none,congratulations.
e0765,va0383,nightmare,I had a nightmare about failing my test.,"That sounds stressful, are you okay now?",テストに落ちる悪夢を見たんだ。,それはストレスたまりそうだね、今は大丈夫？,Ivy,Kevin,1,Ivy,Kevin,___________,"That sounds stressful, are you okay now?",I had a nightmare about failing my test.,I|had|a|nightmare|about|failing|my|test.,e0765-a.mp3,e0765-b.mp3,1,user,Kevin.png,right,left,nightmare
e0766,va0383,nightmare,Cleaning up after the party was a total nightmare.,,パーティーの後片付けは本当に大変だったよ。,,Ivy,,1,Ivy,,___________,,Cleaning up after the party was a total nightmare.,Cleaning|up|after|the|party|was|a|total|nightmare.,e0766-a.mp3,,1,user,,right,none,nightmare.
e0767,va0384,advertising,This ad is everywhere lately.,"I know, their advertising is really working.",この広告最近どこでも見るね。,だよね、あの会社の広告戦略うまくいってるんだね。,Ivy,Kevin,2,Ivy,Kevin,This ad is everywhere lately.,___________,"I know, their advertising is really working.","I|know,|their|advertising|is|really|working.",e0767-a.mp3,e0767-b.mp3,1,user,Kevin.png,right,left,advertising
e0768,va0384,advertising,"In my opinion, advertising affects children more than adults realize.",That's why I believe some advertising should be more carefully regulated.,私の意見では、広告は大人が思っている以上に子供に影響を与えています。,だからこそ、一部の広告はもっと慎重に規制されるべきだと私は思います。,Ivy,Ruth,2,Ivy,Ruth,"In my opinion, advertising affects children more than adults realize.",___________,That's why I believe some advertising should be more carefully regulated.,That's|why|I|believe|some|advertising|should|be|more|carefully|regulated.,e0768-a.mp3,e0768-b.mp3,1,user,05.png,right,left,advertising
e0769,va0385,kindness,Thank you for your kindness today.,"Of course, that's what friends are for!",今日は優しくしてくれてありがとう。,もちろん、友達だもん！,Ivy,Matthew,1,Ivy,Matthew,___________,"Of course, that's what friends are for!",Thank you for your kindness today.,Thank|you|for|your|kindness|today.,e0769-a.mp3,e0769-b.mp3,1,user,Matthew.png,right,left,kindness
e0770,va0385,kindness,A little kindness can really make someone's day.,,ちょっとした優しさが誰かの一日を明るくすることがあるよね。,,Ivy,,1,Ivy,,___________,,A little kindness can really make someone's day.,A|little|kindness|can|really|make|someone's|day.,e0770-a.mp3,,1,user,,right,none,kindness
e0771,va0386,thick,This book is really thick.,"Yeah, it'll probably take me a month!",この本すごく分厚いね。,うん、たぶん読み終えるのに1か月かかるよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, it'll probably take me a month!",This book is really thick.,This|book|is|really|thick.,e0771-a.mp3,e0771-b.mp3,1,user,Kevin.png,right,left,thick.
e0772,va0386,thick,"Put on a thick jacket, it's freezing outside.",,外はすごく寒いから、厚手のジャケット着てね。,,Matthew,,1,Matthew,,___________,,"Put on a thick jacket, it's freezing outside.","Put|on|a|thick|jacket,|it's|freezing|outside.",e0772-a.mp3,,1,Matthew.png,,left,none,thick
e0773,va0387,gardening,My mom really loves gardening.,"That's cool, does she grow vegetables?",うちのお母さん、ガーデニング本当に好きなんだ。,いいね、野菜も育ててるの？,Ivy,Kevin,1,Ivy,Kevin,___________,"That's cool, does she grow vegetables?",My mom really loves gardening.,My|mom|really|loves|gardening.,e0773-a.mp3,e0773-b.mp3,1,user,Kevin.png,right,left,gardening.
e0774,va0387,gardening,Gardening is actually a great way to relax.,,ガーデニングって実はリラックスするのにすごくいい方法なんだよ。,,Ivy,,1,Ivy,,___________,,Gardening is actually a great way to relax.,Gardening|is|actually|a|great|way|to|relax.,e0774-a.mp3,,1,user,,right,none,Gardening
e0775,va0388,discuss,Can we discuss the project after class?,"Sure, I'll be free then.",放課後にプロジェクトについて話し合わない？,うん、その時間空いてるよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, I'll be free then.",Can we discuss the project after class?,Can|we|discuss|the|project|after|class?,e0775-a.mp3,e0775-b.mp3,1,user,Kevin.png,right,left,discuss
e0776,va0388,discuss,Let's discuss the results before we present them to the class.,I think we should focus on the most surprising finding first.,クラスに発表する前に、結果について話し合いましょう。,私は、一番驚きだった発見から先に取り上げるべきだと思います。,Ivy,Ruth,1,Ivy,Ruth,___________,I think we should focus on the most surprising finding first.,Let's discuss the results before we present them to the class.,Let's|discuss|the|results|before|we|present|them|to|the|class.,e0776-a.mp3,e0776-b.mp3,1,user,05.png,right,left,discuss
