question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,highlight_chips,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second
e1487,va0744,missing,One page is missing from my textbook.,Come to the office and we'll make a copy.,教科書のページが1枚ありません。,職員室に来て、コピーを取りましょう。,Ivy,Ruth,1,missing,Ivy,Ruth,___________,Come to the office and we'll make a copy.,One page is missing from my textbook.,One|page|is|missing|from|my|textbook.,e1487-a.mp3,e1487-b.mp3,1,user,05.png,right,left
e1488,va0744,missing,My missing glove turned up inside the sofa.,,なくした手袋がソファの中から出てきた。,,Ivy,,1,missing,Ivy,,___________,,My missing glove turned up inside the sofa.,My|missing|glove|turned|up|inside|the|sofa.,e1488-a.mp3,,1,user,,right,none
e1489,va0745,search,Let's search the whole house for your key.,I'll check the kitchen first.,家中を探して鍵を見つけよう。,まず台所を見るね。,Matthew,Ivy,1,search,Matthew,Ivy,___________,I'll check the kitchen first.,Let's search the whole house for your key.,Let's|search|the|whole|house|for|your|key.,e1489-a.mp3,e1489-b.mp3,1,Matthew.png,user,left,right
e1490,va0745,search,The search for the lost cat lasted two days.,,迷子の猫の捜索は2日間続いた。,,Ivy,,1,search,Ivy,,___________,,The search for the lost cat lasted two days.,The|search|for|the|lost|cat|lasted|two|days.,e1490-a.mp3,,1,user,,right,none
e1491,va0746,result,The result of the survey surprised everyone.,Can we see the numbers?,アンケートの結果はみんなを驚かせました。,数字を見せてもらえますか？,Ruth,Ivy,1,result,Ruth,Ivy,___________,Can we see the numbers?,The result of the survey surprised everyone.,The|result|of|the|survey|surprised|everyone.,e1491-a.mp3,e1491-b.mp3,1,05.png,user,left,right
e1492,va0746,result,"I trained hard, and the result showed at the meet.",,一生懸命練習して、その結果が大会で出た。,,Kevin,,1,result,Kevin,,___________,,"I trained hard, and the result showed at the meet.","I|trained|hard,|and|the|result|showed|at|the|meet.",e1492-a.mp3,,1,Kevin.png,,left,none
e1493,va0747,include,Does the price include the drink?,"Yes, and you can choose hot or cold.",この値段って飲み物も含まれてる？,そうだよ、ホットかアイスか選べる。,Ivy,Matthew,1,include,Ivy,Matthew,___________,"Yes, and you can choose hot or cold.",Does the price include the drink?,Does|the|price|include|the|drink?,e1493-a.mp3,e1493-b.mp3,1,user,Matthew.png,right,left
e1494,va0747,include,Please include your name at the top of the page.,,ページの一番上に名前を入れてください。,,Ruth,,1,include,Ruth,,___________,,Please include your name at the top of the page.,Please|include|your|name|at|the|top|of|the|page.,e1494-a.mp3,,1,05.png,,left,none
e1495,va0748,zip code,Do you know the zip code for this address?,It's written on the envelope.,この住所の郵便番号わかる？,封筒に書いてあるよ。,Matthew,Ivy,1,zip|code,Matthew,Ivy,___________,It's written on the envelope.,Do you know the zip code for this address?,Do|you|know|the|zip|code|for|this|address?,e1495-a.mp3,e1495-b.mp3,1,Matthew.png,user,left,right
e1496,va0748,zip code,I wrote the zip code in the wrong box.,,郵便番号を違う欄に書いちゃった。,,Ivy,,1,zip|code,Ivy,,___________,,I wrote the zip code in the wrong box.,I|wrote|the|zip|code|in|the|wrong|box.,e1496-a.mp3,,1,user,,right,none
e1497,va0749,owner,Do you know who the owner of this bike is?,I think it belongs to the new student.,この自転車の持ち主って誰か知ってる？,新しく来た子のだと思う。,Ivy,Kevin,1,owner,Ivy,Kevin,___________,I think it belongs to the new student.,Do you know who the owner of this bike is?,Do|you|know|who|the|owner|of|this|bike|is?,e1497-a.mp3,e1497-b.mp3,1,user,Kevin.png,right,left
e1498,va0749,owner,The owner of the cafe remembers every customer's name.,,そのカフェの店主は、お客さん全員の名前を覚えている。,,Ivy,,1,owner,Ivy,,___________,,The owner of the cafe remembers every customer's name.,The|owner|of|the|cafe|remembers|every|customer's|name.,e1498-a.mp3,,1,user,,right,none
e1499,va0750,attractive,The poster looks more attractive with brighter colors.,Let's use yellow for the title then.,ポスターは明るい色のほうが目を引くね。,じゃあタイトルは黄色にしよう。,Ivy,Kevin,1,attractive,Ivy,Kevin,___________,Let's use yellow for the title then.,The poster looks more attractive with brighter colors.,The|poster|looks|more|attractive|with|brighter|colors.,e1499-a.mp3,e1499-b.mp3,1,user,Kevin.png,right,left
e1500,va0750,attractive,The old town has an attractive main street.,,その古い町には、魅力的な目抜き通りがある。,,Ivy,,1,attractive,Ivy,,___________,,The old town has an attractive main street.,The|old|town|has|an|attractive|main|street.,e1500-a.mp3,,1,user,,right,none
e1501,va0751,talent,She has a real talent for drawing faces.,You should see her sketchbook sometime.,彼女は顔を描く才能が本当にある。,いつか彼女のスケッチブックを見たほうがいいよ。,Ivy,Kevin,1,talent,Ivy,Kevin,___________,You should see her sketchbook sometime.,She has a real talent for drawing faces.,She|has|a|real|talent|for|drawing|faces.,e1501-a.mp3,e1501-b.mp3,1,user,Kevin.png,right,left
e1502,va0751,talent,Our school has a talent show every spring.,,うちの学校では毎年春に才能を披露する会があるんだ。,,Ivy,,1,talent,Ivy,,___________,,Our school has a talent show every spring.,Our|school|has|a|talent|show|every|spring.,e1502-a.mp3,,1,user,,right,none
e1503,va0752,practice,How often do you practice the piano?,About thirty minutes every evening.,ピアノはどれくらい練習しているの？,毎晩30分くらいです。,Ruth,Ivy,1,practice,Ruth,Ivy,___________,About thirty minutes every evening.,How often do you practice the piano?,How|often|do|you|practice|the|piano?,e1503-a.mp3,e1503-b.mp3,1,05.png,user,left,right
e1504,va0752,practice,Practice was canceled because of the rain.,,雨で練習が中止になった。,,Kevin,,1,Practice,Kevin,,___________,,Practice was canceled because of the rain.,Practice|was|canceled|because|of|the|rain.,e1504-a.mp3,,1,Kevin.png,,left,none
e1505,va0753,memory,I have a clear memory of my first day here.,What do you remember the most?,ここに来た初日のことをはっきり覚えています。,一番覚えているのは何？,Ivy,Ruth,1,memory,Ivy,Ruth,___________,What do you remember the most?,I have a clear memory of my first day here.,I|have|a|clear|memory|of|my|first|day|here.,e1505-a.mp3,e1505-b.mp3,1,user,05.png,right,left
e1506,va0753,memory,That song brings back a happy memory every time.,,あの曲を聴くと、毎回幸せな思い出がよみがえる。,,Ivy,,1,memory,Ivy,,___________,,That song brings back a happy memory every time.,That|song|brings|back|a|happy|memory|every|time.,e1506-a.mp3,,1,user,,right,none
e1507,va0754,condition,"The bike is old, but it's in good condition.",Then I'll take it for the trip.,その自転車は古いけど、状態はいいよ。,じゃあ旅行にはそれを持っていく。,Matthew,Ivy,1,condition.,Matthew,Ivy,___________,Then I'll take it for the trip.,"The bike is old, but it's in good condition.","The|bike|is|old,|but|it's|in|good|condition.",e1507-a.mp3,e1507-b.mp3,1,Matthew.png,user,left,right
e1508,va0754,condition,We can go hiking on one condition: you carry the water.,,一つ条件つきならハイキングに行けるよ、水はあなたが持つこと。,,Ivy,,1,condition:,Ivy,,___________,,We can go hiking on one condition: you carry the water.,We|can|go|hiking|on|one|condition:|you|carry|the|water.,e1508-a.mp3,,1,user,,right,none
e1509,va0755,create,Let's create a poster that people can't ignore.,"I'll draw, and you write the words.",みんなが無視できないポスターを作ろう。,私が絵を描くから、言葉はお願い。,Kevin,Ivy,1,create,Kevin,Ivy,___________,"I'll draw, and you write the words.",Let's create a poster that people can't ignore.,Let's|create|a|poster|that|people|can't|ignore.,e1509-a.mp3,e1509-b.mp3,1,Kevin.png,user,left,right
e1510,va0755,create,I want to create a game that my little brother can play.,,弟が遊べるゲームを作りたいんだ。,,Ivy,,1,create,Ivy,,___________,,I want to create a game that my little brother can play.,I|want|to|create|a|game|that|my|little|brother|can|play.,e1510-a.mp3,,1,user,,right,none
e1511,va0756,memorize,How do you memorize so many words?,I write them down and say them out loud.,どうやってそんなにたくさん単語を覚えるの？,書いて、声に出して言うんだ。,Ivy,Kevin,1,memorize,Ivy,Kevin,___________,I write them down and say them out loud.,How do you memorize so many words?,How|do|you|memorize|so|many|words?,e1511-a.mp3,e1511-b.mp3,1,user,Kevin.png,right,left
e1512,va0756,memorize,I have to memorize my lines before Friday.,,金曜までにセリフを覚えないといけない。,,Ivy,,1,memorize,Ivy,,___________,,I have to memorize my lines before Friday.,I|have|to|memorize|my|lines|before|Friday.,e1512-a.mp3,,1,user,,right,none
e1513,va0757,fold,Could you fold the laundry while I cook?,"Sure, where should I put it after?",料理してる間、洗濯物たたんでくれる？,いいよ、たたんだあとどこに置く？,Matthew,Ivy,1,fold,Matthew,Ivy,___________,"Sure, where should I put it after?",Could you fold the laundry while I cook?,Could|you|fold|the|laundry|while|I|cook?,e1513-a.mp3,e1513-b.mp3,1,Matthew.png,user,left,right
e1514,va0757,fold,I folded the paper into a small crane.,,紙を折って小さな鶴を作った。,,Ivy,,1,folded,Ivy,,___________,,I folded the paper into a small crane.,I|folded|the|paper|into|a|small|crane.,e1514-a.mp3,,1,user,,right,none
e1515,va0758,sweep,Please sweep the floor before the guests arrive.,I'll do the entrance too.,お客様が来る前に床を掃いてね。,入口も掃いておきます。,Ruth,Ivy,1,sweep,Ruth,Ivy,___________,I'll do the entrance too.,Please sweep the floor before the guests arrive.,Please|sweep|the|floor|before|the|guests|arrive.,e1515-a.mp3,e1515-b.mp3,1,05.png,user,left,right
e1516,va0758,sweep,I swept the leaves off the path this morning.,,今朝、小道の落ち葉を掃いた。,,Ivy,,1,swept,Ivy,,___________,,I swept the leaves off the path this morning.,I|swept|the|leaves|off|the|path|this|morning.,e1516-a.mp3,,1,user,,right,none
e1517,va0759,row,Our seats are in the third row from the front.,"Perfect, we'll see everything.",席は前から3列目だよ。,完璧、全部見えるね。,Ivy,Kevin,1,row,Ivy,Kevin,___________,"Perfect, we'll see everything.",Our seats are in the third row from the front.,Our|seats|are|in|the|third|row|from|the|front.,e1517-a.mp3,e1517-b.mp3,1,user,Kevin.png,right,left
e1518,va0759,row,Please sit in the front row if you can't see well.,,よく見えない場合は前の列に座ってください。,,Ruth,,1,row,Ruth,,___________,,Please sit in the front row if you can't see well.,Please|sit|in|the|front|row|if|you|can't|see|well.,e1518-a.mp3,,1,05.png,,left,none
e1519,va0760,receipt,Keep the receipt in case you need to return it.,I'll put it in my wallet.,返品するときのために、レシートは取っておいて。,財布に入れておくね。,Matthew,Ivy,1,receipt,Matthew,Ivy,___________,I'll put it in my wallet.,Keep the receipt in case you need to return it.,Keep|the|receipt|in|case|you|need|to|return|it.,e1519-a.mp3,e1519-b.mp3,1,Matthew.png,user,left,right
e1520,va0760,receipt,"I lost the receipt, so I can't exchange the shirt.",,レシートをなくしたから、シャツを交換できない。,,Ivy,,1,"receipt,",Ivy,,___________,,"I lost the receipt, so I can't exchange the shirt.","I|lost|the|receipt,|so|I|can't|exchange|the|shirt.",e1520-a.mp3,,1,user,,right,none
e1521,va0761,by chance,I met my old teacher by chance at the library.,What a nice surprise that must have been.,図書館で偶然、昔の先生に会いました。,それは素敵な驚きだったでしょうね。,Ivy,Ruth,1,by|chance,Ivy,Ruth,___________,What a nice surprise that must have been.,I met my old teacher by chance at the library.,I|met|my|old|teacher|by|chance|at|the|library.,e1521-a.mp3,e1521-b.mp3,1,user,05.png,right,left
e1522,va0761,by chance,"By chance, we chose the same book for our report.",,偶然、レポートで同じ本を選んでいた。,,Ivy,,1,"By|chance,",Ivy,,___________,,"By chance, we chose the same book for our report.","By|chance,|we|chose|the|same|book|for|our|report.",e1522-a.mp3,,1,user,,right,none
e1523,va0762,sore,My legs are sore from yesterday's practice.,Stretch a little before you sit down.,昨日の練習で脚が痛いんだ。,座る前に少しストレッチしなさい。,Ivy,Matthew,1,sore,Ivy,Matthew,___________,Stretch a little before you sit down.,My legs are sore from yesterday's practice.,My|legs|are|sore|from|yesterday's|practice.,e1523-a.mp3,e1523-b.mp3,1,user,Matthew.png,right,left
e1524,va0762,sore,"I have a sore throat, so I'll skip singing today.",,のどが痛いから、今日は歌うのをやめておく。,,Ivy,,1,sore,Ivy,,___________,,"I have a sore throat, so I'll skip singing today.","I|have|a|sore|throat,|so|I'll|skip|singing|today.",e1524-a.mp3,,1,user,,right,none
e1525,va0763,desert,The desert gets surprisingly cold at night.,I always thought it was hot all the time.,砂漠は夜になると驚くほど寒くなります。,ずっと暑いのだと思っていました。,Ruth,Ivy,1,desert,Ruth,Ivy,___________,I always thought it was hot all the time.,The desert gets surprisingly cold at night.,The|desert|gets|surprisingly|cold|at|night.,e1525-a.mp3,e1525-b.mp3,1,05.png,user,left,right
e1526,va0763,desert,I read that this desert was once under the sea.,,この砂漠は昔、海の底だったと読んだ。,,Ivy,,1,desert,Ivy,,___________,,I read that this desert was once under the sea.,I|read|that|this|desert|was|once|under|the|sea.,e1526-a.mp3,,1,user,,right,none
e1527,va0764,compare,Let's compare our answers before we hand them in.,"Good idea, mine looks a bit different.",出す前に答えを比べてみよう。,いいね、僕のは少し違うみたい。,Ivy,Kevin,1,compare,Ivy,Kevin,___________,"Good idea, mine looks a bit different.",Let's compare our answers before we hand them in.,Let's|compare|our|answers|before|we|hand|them|in.,e1527-a.mp3,e1527-b.mp3,1,user,Kevin.png,right,left
e1528,va0764,compare,It's not fair to compare yourself with everyone else.,,自分を他のみんなと比べるのは公平ではありません。,,Ruth,,1,compare,Ruth,,___________,,It's not fair to compare yourself with everyone else.,It's|not|fair|to|compare|yourself|with|everyone|else.,e1528-a.mp3,,1,05.png,,left,none
e1529,va0765,treat,My aunt will treat us to lunch after the concert.,Then I'll thank her properly.,コンサートの後、おばがお昼をごちそうしてくれるんだ。,じゃあちゃんとお礼を言わないとね。,Ivy,Kevin,1,treat,Ivy,Kevin,___________,Then I'll thank her properly.,My aunt will treat us to lunch after the concert.,My|aunt|will|treat|us|to|lunch|after|the|concert.,e1529-a.mp3,e1529-b.mp3,1,user,Kevin.png,right,left
e1530,va0765,treat,Please treat the library books carefully.,,図書館の本は大切に扱ってください。,,Ruth,,1,treat,Ruth,,___________,,Please treat the library books carefully.,Please|treat|the|library|books|carefully.,e1530-a.mp3,,1,05.png,,left,none
e1531,va0766,prepare,How long did you prepare for the speech?,"Two weeks, but it still felt short.",スピーチの準備にどれくらいかけたの？,2週間、それでも短く感じました。,Ruth,Ivy,1,prepare,Ruth,Ivy,___________,"Two weeks, but it still felt short.",How long did you prepare for the speech?,How|long|did|you|prepare|for|the|speech?,e1531-a.mp3,e1531-b.mp3,1,05.png,user,left,right
e1532,va0766,prepare,I need to prepare my bag before I go to bed.,,寝る前にカバンの準備をしないと。,,Ivy,,1,prepare,Ivy,,___________,,I need to prepare my bag before I go to bed.,I|need|to|prepare|my|bag|before|I|go|to|bed.,e1532-a.mp3,,1,user,,right,none
e1533,va0767,wiper,"Turn on the wiper, the rain is getting stronger.",I can barely see the line on the road.,ワイパー動かして、雨が強くなってきた。,道路の線がほとんど見えない。,Ivy,Matthew,1,"wiper,",Ivy,Matthew,___________,I can barely see the line on the road.,"Turn on the wiper, the rain is getting stronger.","Turn|on|the|wiper,|the|rain|is|getting|stronger.",e1533-a.mp3,e1533-b.mp3,1,user,Matthew.png,right,left
e1534,va0767,wiper,A leaf got stuck under the wiper again.,,また葉っぱがワイパーの下に挟まった。,,Ivy,,1,wiper,Ivy,,___________,,A leaf got stuck under the wiper again.,A|leaf|got|stuck|under|the|wiper|again.,e1534-a.mp3,,1,user,,right,none
e1535,va0768,illegal,Is it illegal to ride two people on one bike?,"Yes, and it's dangerous too.",自転車の二人乗りって違法なんですか？,そうよ、それに危ないしね。,Ivy,Ruth,1,illegal,Ivy,Ruth,___________,"Yes, and it's dangerous too.",Is it illegal to ride two people on one bike?,Is|it|illegal|to|ride|two|people|on|one|bike?,e1535-a.mp3,e1535-b.mp3,1,user,05.png,right,left
e1536,va0768,illegal,Copying someone's work and selling it is illegal.,,人の作品をコピーして売るのは違法です。,,Ruth,,1,illegal.,Ruth,,___________,,Copying someone's work and selling it is illegal.,Copying|someone's|work|and|selling|it|is|illegal.,e1536-a.mp3,,1,05.png,,left,none
e1537,va0769,used to,I used to walk to school every day.,What made you start taking the bus?,前は毎日歩いて学校に通っていました。,どうしてバスに乗るようになったの？,Ivy,Ruth,1,used|to,Ivy,Ruth,___________,What made you start taking the bus?,I used to walk to school every day.,I|used|to|walk|to|school|every|day.,e1537-a.mp3,e1537-b.mp3,1,user,05.png,right,left
e1538,va0769,used to,There used to be a small shop on this corner.,,この角には昔、小さなお店があったんだ。,,Ivy,,1,used|to,Ivy,,___________,,There used to be a small shop on this corner.,There|used|to|be|a|small|shop|on|this|corner.,e1538-a.mp3,,1,user,,right,none
e1539,va0770,roof,There's a bird nest on the roof of the garage.,Let's watch it from the window instead.,車庫の屋根に鳥の巣があるよ。,代わりに窓から見てみよう。,Ivy,Kevin,1,roof,Ivy,Kevin,___________,Let's watch it from the window instead.,There's a bird nest on the roof of the garage.,There's|a|bird|nest|on|the|roof|of|the|garage.,e1539-a.mp3,e1539-b.mp3,1,user,Kevin.png,right,left
e1540,va0770,roof,Rain was dripping from the roof all night.,,一晩中、屋根から雨が垂れていた。,,Ivy,,1,roof,Ivy,,___________,,Rain was dripping from the roof all night.,Rain|was|dripping|from|the|roof|all|night.,e1540-a.mp3,,1,user,,right,none
e1541,va0771,except,Everyone came to practice except Kevin.,He told me he had a dentist appointment.,ケビン以外はみんな練習に来ました。,歯医者の予約があると言っていたわ。,Ivy,Ruth,1,except,Ivy,Ruth,___________,He told me he had a dentist appointment.,Everyone came to practice except Kevin.,Everyone|came|to|practice|except|Kevin.,e1541-a.mp3,e1541-b.mp3,1,user,05.png,right,left
e1542,va0771,except,I like every season except summer.,,夏以外はどの季節も好き。,,Ivy,,1,except,Ivy,,___________,,I like every season except summer.,I|like|every|season|except|summer.,e1542-a.mp3,,1,user,,right,none
e1543,va0772,bend,Bend your knees a little when you land.,"Got it, I'll try it again.",着地するときは少しひざを曲げて。,わかりました、もう一度やってみます。,Ruth,Ivy,1,Bend,Ruth,Ivy,___________,"Got it, I'll try it again.",Bend your knees a little when you land.,Bend|your|knees|a|little|when|you|land.,e1543-a.mp3,e1543-b.mp3,1,05.png,user,left,right
e1544,va0772,bend,The branch will bend if you hang on it.,,ぶら下がったら枝が曲がるよ。,,Ivy,,1,bend,Ivy,,___________,,The branch will bend if you hang on it.,The|branch|will|bend|if|you|hang|on|it.,e1544-a.mp3,,1,user,,right,none
e1545,va0773,pleased,I'm very pleased with your work this term.,"Thank you, I tried my best.",今学期のあなたの取り組みにとても満足しています。,ありがとうございます、精一杯やりました。,Ruth,Ivy,1,pleased,Ruth,Ivy,___________,"Thank you, I tried my best.",I'm very pleased with your work this term.,I'm|very|pleased|with|your|work|this|term.,e1545-a.mp3,e1545-b.mp3,1,05.png,user,left,right
e1546,va0773,pleased,My mother looked pleased when she saw the card.,,カードを見たとき、母はうれしそうな顔をした。,,Ivy,,1,pleased,Ivy,,___________,,My mother looked pleased when she saw the card.,My|mother|looked|pleased|when|she|saw|the|card.,e1546-a.mp3,,1,user,,right,none
e1547,va0774,imagine,Can you imagine living without the internet?,"Honestly, no, and that scares me a little.",インターネットのない生活を想像できる？,正直、できないし、それが少し怖い。,Ivy,Kevin,1,imagine,Ivy,Kevin,___________,"Honestly, no, and that scares me a little.",Can you imagine living without the internet?,Can|you|imagine|living|without|the|internet?,e1547-a.mp3,e1547-b.mp3,1,user,Kevin.png,right,left
e1548,va0774,imagine,I like to imagine what this town looked like a hundred years ago.,,この町が100年前どんな様子だったか想像するのが好き。,,Ivy,,1,imagine,Ivy,,___________,,I like to imagine what this town looked like a hundred years ago.,I|like|to|imagine|what|this|town|looked|like|a|hundred|years|ago.,e1548-a.mp3,,1,user,,right,none
e1549,va0775,personal,"This is a personal question, so you don't have to answer.","It's fine, I don't mind.",これは個人的な質問だから、答えなくていいよ。,大丈夫、気にしないで。,Ivy,Kevin,1,personal,Ivy,Kevin,___________,"It's fine, I don't mind.","This is a personal question, so you don't have to answer.","This|is|a|personal|question,|so|you|don't|have|to|answer.",e1549-a.mp3,e1549-b.mp3,1,user,Kevin.png,right,left
e1550,va0775,personal,Please don't share personal information online.,,個人情報をネットに載せないでください。,,Ruth,,1,personal,Ruth,,___________,,Please don't share personal information online.,Please|don't|share|personal|information|online.,e1550-a.mp3,,1,05.png,,left,none
e1551,va0776,increase,The number of members will increase if we advertise.,Let's put a poster near the gate.,宣伝すれば部員の数は増えると思う。,門の近くにポスターを貼ろう。,Ivy,Kevin,1,increase,Ivy,Kevin,___________,Let's put a poster near the gate.,The number of members will increase if we advertise.,The|number|of|members|will|increase|if|we|advertise.,e1551-a.mp3,e1551-b.mp3,1,user,Kevin.png,right,left
e1552,va0776,increase,My reading speed increased after one month of practice.,,1か月練習したら、読む速さが上がった。,,Ivy,,1,increased,Ivy,,___________,,My reading speed increased after one month of practice.,My|reading|speed|increased|after|one|month|of|practice.,e1552-a.mp3,,1,user,,right,none
e1553,va0777,drug,The doctor gave me a drug for my cough.,Did it help you sleep last night?,お医者さんがせき止めの薬をくれたんだ。,昨夜は眠れた？,Ivy,Kevin,1,drug,Ivy,Kevin,___________,Did it help you sleep last night?,The doctor gave me a drug for my cough.,The|doctor|gave|me|a|drug|for|my|cough.,e1553-a.mp3,e1553-b.mp3,1,user,Kevin.png,right,left
e1554,va0777,drug,Never take a drug without asking an adult first.,,大人に聞かずに薬を飲んでは絶対にいけません。,,Ruth,,1,drug,Ruth,,___________,,Never take a drug without asking an adult first.,Never|take|a|drug|without|asking|an|adult|first.,e1554-a.mp3,,1,05.png,,left,none
e1555,va0778,float,Do you know why ice can float on water?,Because it's lighter than the water around it.,どうして氷は水に浮くか知っていますか？,周りの水より軽いからです。,Ruth,Ivy,1,float,Ruth,Ivy,___________,Because it's lighter than the water around it.,Do you know why ice can float on water?,Do|you|know|why|ice|can|float|on|water?,e1555-a.mp3,e1555-b.mp3,1,05.png,user,left,right
e1556,va0778,float,Balloons floated across the field during the ceremony.,,式の間、風船が校庭を漂っていった。,,Ivy,,1,floated,Ivy,,___________,,Balloons floated across the field during the ceremony.,Balloons|floated|across|the|field|during|the|ceremony.,e1556-a.mp3,,1,user,,right,none
e1557,va0779,homestay,How was your homestay in Australia?,The family was so kind that I cried when I left.,オーストラリアでのホームステイはどうだった？,家族がとても優しくて、帰るとき泣いちゃいました。,Ruth,Ivy,1,homestay,Ruth,Ivy,___________,The family was so kind that I cried when I left.,How was your homestay in Australia?,How|was|your|homestay|in|Australia?,e1557-a.mp3,e1557-b.mp3,1,05.png,user,left,right
e1558,va0779,homestay,I'm saving money for a homestay next summer.,,来年の夏のホームステイのためにお金を貯めているんだ。,,Ivy,,1,homestay,Ivy,,___________,,I'm saving money for a homestay next summer.,I'm|saving|money|for|a|homestay|next|summer.,e1558-a.mp3,,1,user,,right,none
e1559,va0780,stuffed,My bag is stuffed with textbooks today.,No wonder you're walking so slowly.,今日はカバンが教科書でぎゅうぎゅうなんだ。,どうりでゆっくり歩いてるわけだ。,Ivy,Kevin,1,stuffed,Ivy,Kevin,___________,No wonder you're walking so slowly.,My bag is stuffed with textbooks today.,My|bag|is|stuffed|with|textbooks|today.,e1559-a.mp3,e1559-b.mp3,1,user,Kevin.png,right,left
e1560,va0780,stuffed,I still sleep with the stuffed bear I got as a baby.,,赤ちゃんのときにもらったクマのぬいぐるみと今も寝てる。,,Ivy,,1,stuffed,Ivy,,___________,,I still sleep with the stuffed bear I got as a baby.,I|still|sleep|with|the|stuffed|bear|I|got|as|a|baby.,e1560-a.mp3,,1,user,,right,none
e1561,va0781,rubber,Do you have a rubber band I can borrow?,Check the front pocket of my bag.,輪ゴム借りられる？,カバンの前のポケット見てみて。,Ivy,Kevin,1,rubber,Ivy,Kevin,___________,Check the front pocket of my bag.,Do you have a rubber band I can borrow?,Do|you|have|a|rubber|band|I|can|borrow?,e1561-a.mp3,e1561-b.mp3,1,user,Kevin.png,right,left
e1562,va0781,rubber,These rubber boots keep my feet dry in the rain.,,このゴム長靴は雨の日も足が濡れない。,,Ivy,,1,rubber,Ivy,,___________,,These rubber boots keep my feet dry in the rain.,These|rubber|boots|keep|my|feet|dry|in|the|rain.,e1562-a.mp3,,1,user,,right,none
e1563,va0782,disappoint,I don't want to disappoint the team by playing badly.,"Just do what you practiced, that's enough.",下手なプレーでチームをがっかりさせたくない。,練習したとおりにやればいい、それで十分だよ。,Ivy,Matthew,1,disappoint,Ivy,Matthew,___________,"Just do what you practiced, that's enough.",I don't want to disappoint the team by playing badly.,I|don't|want|to|disappoint|the|team|by|playing|badly.,e1563-a.mp3,e1563-b.mp3,1,user,Matthew.png,right,left
e1564,va0782,disappoint,The ending of the book disappointed me a little.,,その本の結末には少しがっかりした。,,Ivy,,1,disappointed,Ivy,,___________,,The ending of the book disappointed me a little.,The|ending|of|the|book|disappointed|me|a|little.,e1564-a.mp3,,1,user,,right,none
e1565,va0783,rent,How much does it cost to rent a bike here?,Five hundred yen for the whole day.,ここで自転車を借りるといくらかかりますか？,一日で500円です。,Ivy,Matthew,1,rent,Ivy,Matthew,___________,Five hundred yen for the whole day.,How much does it cost to rent a bike here?,How|much|does|it|cost|to|rent|a|bike|here?,e1565-a.mp3,e1565-b.mp3,1,user,Matthew.png,right,left
e1566,va0783,rent,We rented a small boat at the lake.,,湖で小さなボートを借りた。,,Ivy,,1,rented,Ivy,,___________,,We rented a small boat at the lake.,We|rented|a|small|boat|at|the|lake.,e1566-a.mp3,,1,user,,right,none
e1567,va0784,lend,Could you lend me your eraser for a second?,"Here, but I need it back before the test.",消しゴムちょっと貸してくれる？,はい、でもテスト前には返してね。,Ivy,Kevin,1,lend,Ivy,Kevin,___________,"Here, but I need it back before the test.",Could you lend me your eraser for a second?,Could|you|lend|me|your|eraser|for|a|second?,e1567-a.mp3,e1567-b.mp3,1,user,Kevin.png,right,left
e1568,va0784,lend,I lent my umbrella to a friend and got soaked.,,友達に傘を貸して、自分はびしょ濡れになった。,,Ivy,,1,lent,Ivy,,___________,,I lent my umbrella to a friend and got soaked.,I|lent|my|umbrella|to|a|friend|and|got|soaked.,e1568-a.mp3,,1,user,,right,none
e1569,va0785,manager,The manager of the shop remembered my order.,That's impressive after just one visit.,お店の店長が私の注文を覚えていたんだ。,1回行っただけなのにすごいね。,Ivy,Kevin,1,manager,Ivy,Kevin,___________,That's impressive after just one visit.,The manager of the shop remembered my order.,The|manager|of|the|shop|remembered|my|order.,e1569-a.mp3,e1569-b.mp3,1,user,Kevin.png,right,left
e1570,va0785,manager,Our team manager keeps all the records in a notebook.,,うちのチームのマネージャーは、記録を全部ノートにつけている。,,Kevin,,1,manager,Kevin,,___________,,Our team manager keeps all the records in a notebook.,Our|team|manager|keeps|all|the|records|in|a|notebook.,e1570-a.mp3,,1,Kevin.png,,left,none
e1571,va0786,binder,I put all my handouts in one binder.,That's why you can always find things.,プリントを全部1冊のバインダーに入れてるんだ。,だからいつもすぐ見つかるんだね。,Ivy,Kevin,1,binder.,Ivy,Kevin,___________,That's why you can always find things.,I put all my handouts in one binder.,I|put|all|my|handouts|in|one|binder.,e1571-a.mp3,e1571-b.mp3,1,user,Kevin.png,right,left
e1572,va0786,binder,Bring a binder to keep the worksheets in order.,,プリントを整理するためにバインダーを持ってきてください。,,Ruth,,1,binder,Ruth,,___________,,Bring a binder to keep the worksheets in order.,Bring|a|binder|to|keep|the|worksheets|in|order.,e1572-a.mp3,,1,05.png,,left,none
e1573,va0787,narrow,This road is too narrow for two cars.,We'll wait here and let them pass.,この道は車2台には狭すぎるね。,ここで待って、通してあげよう。,Ivy,Matthew,1,narrow,Ivy,Matthew,___________,We'll wait here and let them pass.,This road is too narrow for two cars.,This|road|is|too|narrow|for|two|cars.,e1573-a.mp3,e1573-b.mp3,1,user,Matthew.png,right,left
